id,attore1,attore2,attore3,regista,sceneggiatore
14286,Ken Adelman,John Ashcroft,Osama Bin Laden,Eugene Jarecki,Irving Brecher
61044,Franco Nero,Tomás Milián,Jack Palance,Sergio Corbucci,Sergio Corbucci
1676,Charlton Heston,Ben Johnson,Donald Pleasence,Tom Gries,Sergio Corbucci
27645,The Mothers of Invention,Ringo Starr,Theodore Bikel,Tony Palmer,Frank Zappa
34181,Axel Strøbye,Nina Pens Rode,Bendt Rothe,Carl Theodor Dreyer,Frank Zappa
26259,Cheng Pei-Pei,Jackie Chan,Yuen Siu-Tin,King Hu,Frank Zappa
77744,Eduardo Ciannelli,Ginger Rogers,James Craig,Sam Wood,Dalton Trumbo
8814,Dwayne Johnson,Karl Urban,Rosamund Pike,Andrzej Bartkowiak,Wesley Strick
9923,Keira Knightley,Mickey Rourke,Edgar Ramírez,Tony Scott,Wesley Strick
7553,Ryan Reynolds,Anna Faris,Justin Long,Rob McKittrick,Wesley Strick
8202,Charlize Theron,Marton Csokas,Jonny Lee Miller,Karyn Kusama,Phil Hay
3118,Jean Rochefort,Eddy Mitchell,Fiona Gélin,Alain Jessua,Paul Gégauff
2125,Rutger Hauer,Mimi Rogers,Joan Chen,Lewis Teague,Broderick Miller
1947,Robert Redford,Jennifer Lopez,Morgan Freeman,Lasse Hallström,Mark Spragg
9074,Samuel L. Jackson,Eugene Levy,Luke Goss,Les Mayfield,Margaret Oberman
16133,Tadanobu Asano,Reika Hashimoto,Kyoko Koizumi,Gen Sekiguchi,Margaret Oberman
10319,Klaus Kinski,Eva Mattes,Wolfgang Reichmann,Werner Herzog,Werner Herzog
28001,W.C. Fields,Kathleen Howard,Jean Rouverol,Norman Z. McLeod,Werner Herzog
49220,Imad Creidi,Antoinette Turk,Elias Gergi,Josef Fares,Werner Herzog
17584,Allen Payne,Angelle Brooks,Michael Taliferro,Craig Ross Jr.,Werner Herzog
42168,James Caan,Marsha Mason,Joseph Bologna,Robert Moore,Neil Simon
29656,Kevin McKidd,Laura Fraser,Susan Lynch,Richard Jobson,Neil Simon
8643,Laura Linney,Tom Wilkinson,Campbell Scott,Scott Derrickson,Scott Derrickson
9315,Jodie Foster,Peter Sarsgaard,Sean Bean,Robert Schwentke,Billy Ray
3933,Johnny Depp,Helena Bonham Carter,Emily Watson,Tim Burton,John August
8923,Elijah Wood,Claire Forlani,Charlie Hunnam,Lexi Alexander,Lexi Alexander
59,Viggo Mortensen,Maria Bello,Heidi Hayes,David Cronenberg,Josh Olson
257,Barney Clark,Ben Kingsley,Jamie Foreman,Roman Polanski,Ronald Harwood
15487,Shia LaBeouf,Stephen Dillane,Josh Flitter,Bill Paxton,Ronald Harwood
398,Philip Seymour Hoffman,Allie Mickelson,Craig Archibald,Bennett Miller,Dan Futterman
18651,Fred Astaire,Ginger Rogers,Edna May Oliver,H. C. Potter,Richard Sherman
30941,Sean Connery,Dyan Cannon,Martin Balsam,Sidney Lumet,Frank Pierson
10254,Santisuk Promsiri,Nappon Gomarachun,Dan Chupong,Panna Rittikrai,Thanapat Taweesuk
647,Takahiro Sakurai,Toshiyuki Morikawa,Ayumi Ito,Tetsuya Nomura,Thanapat Taweesuk
349,Valeria Bruni Tedeschi,Gilbert Melki,Jean-Marc Barr,Olivier Ducastel,Thanapat Taweesuk
14544,Nick Cannon,Shad Moss,Chi McBride,Malcolm D. Lee,Thanapat Taweesuk
20668,Johnny Knoxville,Elizabeth Banks,Juliette Lewis,Katrina Holden Bronson,Thanapat Taweesuk
11968,Paul Walker,Jessica Alba,Scott Caan,John Stockwell,Matt Johnson
27176,Julianne Moore,Woody Harrelson,Laura Dern,Jane Anderson,Jane Anderson
14517,Stephanie Leonidas,Jason Barry,Rob Brydon,Dave McKean,Jane Anderson
88286,Michael Gilio,Lara Phillips,,Michael Gilio,Jane Anderson
33623,Zoé Auclair,Lea Bridarolli,Bérangère Haubruge,Lucile Hadzihalilovic,Jane Anderson
31227,Yuri Laguta,Konstantin Murzenko,Sergey Shnurov,Ilya Khrzhanovsky,Jane Anderson
120515,Simon Baker,Frances O'Connor,Gregory Smith,Alan Brown,Jane Anderson
36909,Viggo Mortensen,Ryo Ishibashi,Michael Nouri,Frank A. Cappello,Jane Anderson
56518,Aldo Fabrizi,Gianfranco Bellini,Peparuolo,Roberto Rossellini,Roberto Rossellini
17209,Joshua Leonard,Jordan Ladd,Natasha Lyonne,William Butler,William Butler
10087,Joseph Fiennes,Kristin Scott Thomas,Hugh Bonneville,Régis Wargnier,William Butler
11627,Hans Albers,Wilhelm Bendow,Ferdinand Marian,Josef von Báky,Erich Kästner
34870,Udo Kier,Kirsten Olesen,Henning Jensen,Lars von Trier,Erich Kästner
533,Peter Sallis,Helena Bonham Carter,Ralph Fiennes,Nick Park,Nick Park
10703,Leon Lai,Charlie Yeung,Lu Yi,Tsui Hark,Tsui Hark
5236,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,Shane Black,Shane Black
32237,Park Han-byul,Hong Soo-a,Song Ji-hyo,Jae-yeon Yun,Shane Black
11344,Lee Byung-hun,Shin Min-A,Kim Yeong-cheol,Kim Jee-woon,Kim Jee-woon
9060,Bai Ling,Miriam Yeung,Tony Leung Ka-Fai,Fruit Chan,Fruit Chan
31056,Grażyna Szapołowska,Olaf Lubaszenko,Stefania Iwinska,Krzysztof Kieślowski,Fruit Chan
43807,Bette Davis,Charles Boyer,Jeffrey Lynn,Anatole Litvak,Casey Robinson
14788,Debbie Doebereiner,Omar Cowan,Dustin James Ashley,Steven Soderbergh,Casey Robinson
5471,Gerard Butler,Spencer Wilding,Stellan Skarsgård,Sturla Gunnarsson,Andrew Rai Berzins
19082,Bob Dylan,Allen Ginsberg,Joan Baez,Martin Scorsese,Andrew Rai Berzins
46315,Jaroslava Schallerová,Helena Anýzová,Petr Kopriva,Jaromil Jireš,Ester Krumbachová
45799,Marcello Mastroianni,Michèle Morgan,Valeria Cavalli,Giuseppe Tornatore,Ester Krumbachová
36498,Eddie Bracken,Ella Raines,Raymond Walburn,Preston Sturges,Ester Krumbachová
9763,Kuno Becker,Alessandro Nivola,Anna Friel,Danny Cannon,Dick Clement
30082,Dina Korzun,Rip Torn,Darren E. Burrows,Ira Sachs,Dick Clement
56475,Evelyn Glennie,Fred Frith,,Thomas Riedelsheimer,Dick Clement
24019,Al Pacino,Meryl Streep,Patrick Wilson,Mike Nichols,Dick Clement
15058,Kristen Stewart,Elizabeth Perkins,Steve Zahn,Jessica Sharzer,Dick Clement
10017,Charlie Sheen,Nick Cassavetes,Sherilyn Fenn,Mike Marvin,Dick Clement
10475,Matt Dillon,Lili Taylor,Marisa Tomei,Bent Hamer,Dick Clement
1559,Carole Laure,Pierre Clémenti,Anna Prucnal,Dusan Makavejev,Dusan Makavejev
20674,Powers Boothe,Rebecca De Mornay,James Earl Jones,Jack Sholder,Dusan Makavejev
3527,Sam Shepard,Jessica Lange,Sarah Polley,Wim Wenders,Sam Shepard
27974,Edward G. Robinson,Joan Blondell,Barton MacLane,William Keighley,Seton I. Miller
11931,Cameron Diaz,Toni Collette,Shirley MacLaine,Curtis Hanson,Susannah Grant
32990,Topi Majaniemi,Marjaana Maijala,Maria Lundqvist,Klaus Härö,Susannah Grant
17010,Amanda Renberg,Björn Kjellman,Ellen Fjæstad,Teresa Fabik,Susannah Grant
27759,Charlton Heston,Ava Gardner,David Niven,Nicholas Ray,Bernard Gordon
21838,Jeremy Sisto,Erik Palladino,Bianca Lawson,Matthew Leutwyler,Matthew Leutwyler
12612,Lee Evans,Sean McGinley,Ian McNeice,John Simpson,John Simpson
26513,Carmen Argenziano,Scott Turner,Patrick Boland,Peter Watkins,Peter Watkins
43110,Debbie Reynolds,Tony Randall,Paul Douglas,George Marshall,William Roberts
10707,Jeff Daniels,Laura Linney,Jesse Eisenberg,Noah Baumbach,Noah Baumbach
9910,Al Pacino,Matthew McConaughey,Rene Russo,D.J. Caruso,Noah Baumbach
38583,Tom Wilkinson,Emily Watson,Hermione Norris,Julian Fellowes,Noah Baumbach
77468,Elin Ahlberg,Jesper Fridh,Andreas Karoliussen,Filippa Freijd,Noah Baumbach
15493,Samuli Torssonen,Atte Joutsen,Timo Vuorensola,Timo Vuorensola,Noah Baumbach
53864,William Powell,Myrna Loy,Una Merkel,William K. Howard,Lenore J. Coffee
142,Heath Ledger,Jake Gyllenhaal,Randy Quaid,Ang Lee,Diana Ossana
56778,,,,Daniel B. Gold,Diana Ossana
9621,Orlando Bloom,Kirsten Dunst,Susan Sarandon,Cameron Crowe,Cameron Crowe
9701,Charlize Theron,Elle Peterson,Thomas Curtis,Niki Caro,Cameron Crowe
45899,Leila Hatami,Ali Mosaffa,Jamileh Sheikhi,Dariush Mehrjui,Cameron Crowe
3291,David Strathairn,Jeff Daniels,Alex Borstein,George Clooney,George Clooney
34662,Peter Palmer,Leslie Parrish,Stubby Kaye,Melvin Frank,George Clooney
12920,Kurt Russell,Dakota Fanning,Kris Kristofferson,John Gatins,George Clooney
56798,Christo Jivkov,Desislava Tenekedjieva,Sandra Ceccarelli,Ermanno Olmi,George Clooney
20853,Kirk Douglas,Eleanor Parker,William Bendix,William Wyler,Robert Wyler
16608,Guy Pearce,Ray Winstone,Emily Watson,John Hillcoat,Nick Cave
25517,Boris Kodjoe,Nona Gaye,Idris Elba,Rob Hardy,Nick Cave
16430,Vincent Kartheiser,Taryn Manning,Arliss Howard,Mark Milgard,Nick Cave
24408,Greg Kirsch,Rupert Pate,Ryan L. Carroll,Kevin Willmott,Nick Cave
791,Tom Welling,Maggie Grace,Selma Blair,Rupert Wainwright,Debra Hill
19965,Kip Pardue,Tess Harper,Michael Kelly,Tim Kirkman,Debra Hill
38828,"Louis Gossett, Jr.",Kirk Cameron,Brad Johnson,Craig R. Baxley,Debra Hill
33241,Marc Levin,Alan Levin,,Marc Levin,Debra Hill
53935,Sean Maher,Jaime Ray Newman,Janet Carroll,Amanda Goodwin,Debra Hill
2610,Steve Martin,Claire Danes,Jason Schwartzman,Anand Tucker,Debra Hill
21246,Gregory Smith,Stephanie Sherrin,Caitlin Wachs,Josh Stolberg,Debra Hill
9729,Kevin Bacon,Colin Firth,Alison Lohman,Atom Egoyan,Atom Egoyan
15276,Erik von Detten,Vince Vieluf,Sarah-Jane Potts,David M. Evans,Atom Egoyan
191599,Oprah Winfrey,Robin Williams,,Lisa Lax,Atom Egoyan
8066,Ewan McGregor,Ryan Gosling,Naomi Watts,Marc Forster,David Benioff
18428,Eugene Byrd,Ali Larter,Melissa Leo,Stefan C. Schaefer,David Benioff
1656,Antonio Banderas,Catherine Zeta-Jones,Adrián Alonso Barona,Martin Campbell,Alex Kurtzman
182097,Razia Israeli,Meital Dohan,Amos Lavi,Doron Eran,Alex Kurtzman
41566,Arthur Kane,Nina Antonia,Clem Burke,Greg Whiteley,Alex Kurtzman
6963,Nicolas Cage,Michael Caine,Hope Davis,Gore Verbinski,Steve Conrad
215,Tobin Bell,Shawnee Smith,Donnie Wahlberg,Darren Lynn Bousman,Leigh Whannell
2313,Uma Thurman,Bryan Greenberg,Meryl Streep,Ben Younger,Ben Younger
45967,Isao Numasaki,Chieko Nakakita,Atsushi Watanabe,Akira Kurosawa,Ben Younger
37124,Tony Randall,Jayne Mansfield,Joan Blondell,Frank Tashlin,Frank Tashlin
16729,Sergio Castellitto,Claudia Gerini,Penélope Cruz,Sergio Castellitto,Margaret Mazzantini
178469,,,,Pirjo Honkasalo,Margaret Mazzantini
31718,Duncan Watson,Greg Felton,Stuart Brotman,Phil Roman,Margaret Mazzantini
226594,Maria Bonnevie,Ulf Friberg,Pernilla August,Bille August,Margaret Mazzantini
10915,Terence Hill,Miou-Miou,Robert Charlebois,Damiano Damiani,Fulvio Morsella
5335,Terence Stamp,Silvana Mangano,Massimo Girotti,Pier Paolo Pasolini,Fulvio Morsella
9993,Cate Blanchett,Sam Neill,Hugo Weaving,Rowan Woods,Fulvio Morsella
8274,Eugene Levy,Tad Hilgenbrink,Arielle Kebbel,Steve Rash,Brad Riddell
25918,Kirk Douglas,Marilyn Maxwell,Arthur Kennedy,Mark Robson,Carl Foreman
29111,Marie-Pierre Castel,Mireille Dargent,Philippe Gasté,Jean Rollin,Carl Foreman
20128,Slavko Štimac,Nataša Tapušković,Vesna Trivalić,Emir Kusturica,Carl Foreman
26845,Johnny Weissmuller,Maureen O'Sullivan,Neil Hamilton,W.S. Van Dyke,Carl Foreman
18994,Johnny Weissmuller,Maureen O'Sullivan,Neil Hamilton,Cedric Gibbons,James Kevin McGuinness
12617,Doris Day,Rex Harrison,John Gavin,David Miller,Ivan Goff
10799,Jean Reno,Arly Jover,Jocelyn Quivrin,Chris Nahon,Chris Nahon
42000,Ryunosuke Kamiki,Hiroyuki Miyasako,Chiaki Kuriyama,Takashi Miike,Takashi Miike
36102,Broderick Crawford,Giulietta Masina,Franco Fabrizi,Federico Fellini,Takashi Miike
3554,Diana Ross,Billy Dee Williams,Anthony Perkins,Berry Gordy,Toni Amber
14897,Signe Egholm Olsen,Claus Riis Østergaard,Thure Lindhardt,Ole Christian Madsen,Toni Amber
1951,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover,Lars von Trier,Lars von Trier
68013,Alice Faye,Carmen Miranda,John Payne,Walter Lang,Karl Tunberg
16022,Jason Isaacs,Robin Wright,Amy Brenneman,Rodrigo García,Karl Tunberg
23196,Glenn Plummer,Byron Minns,Lexie Bigham,Stephen Milburn Anderson,Stephen Milburn Anderson
25763,Jan-Michael Vincent,George Peppard,Dominique Sanda,Jack Smight,Lukas Heller
35580,William Holden,Grace Kelly,Fredric March,Mark Robson,Lukas Heller
259,Jean-Pierre Léaud,Marie-France Pisier,Claude Jade,François Truffaut,Lukas Heller
34207,Daniel Miranda,Diego Cataño,Danny Perea,Fernando Eimbcke,Lukas Heller
32117,Nanni Moretti,Silvio Orlando,Silvia Nono,Nanni Moretti,Lukas Heller
19354,Dana Dempsey,,,Carl Koch,Lotte Reiniger
28170,Frank Kress,Amy Farrell,Hedda Lubin,Herschell Gordon Lewis,Alan J. Dachman
10851,Jason Statham,Ray Liotta,Vincent Pastore,Guy Ritchie,Alan J. Dachman
16231,Guitar Wolf,Bass Wolf,Drum Wolf,Tetsuro Takeuchi,Alan J. Dachman
81220,Radha Mitchell,Megan Mullally,Catherine Lloyd Burns,Marc Forster,Alan J. Dachman
25,Jamie Foxx,Jake Gyllenhaal,Scott MacDonald,Sam Mendes,Alan J. Dachman
105299,Alex Campbell,Paul Soles,Andrew Chalmers,David Weaver,Alan J. Dachman
15083,Shuli Rand,Michal Bat-Sheva Rand,Shaul Mizrahi,Giddi Dar,Alan J. Dachman
9982,Zach Braff,Joan Cusack,Dan Molina,Mark Dindal,Steve Bencich
13994,James Gandolfini,Susan Sarandon,Kate Winslet,John Turturro,Steve Bencich
73473,Carmen Maura,,,Gustavo Loza,Steve Bencich
12877,Paddy Considine,Gary Stretch,Toby Kebbell,Shane Meadows,Steve Bencich
11661,Diane Kruger,Natalie Dessay,Benno Fürmann,Christian Carion,Steve Bencich
5620,Christopher Lee,Klaus Kinski,Herbert Lom,Jesús Franco,Harry Alan Towers
23220,Peter Cushing,Martita Hunt,Yvonne Monlaur,Terence Fisher,Jimmy Sangster
43440,James Stewart,June Allyson,Frank Morgan,Sam Wood,Jimmy Sangster
39261,Christopher Lee,Peter Cushing,Nyree Dawn Porter,Peter Duffell,Jimmy Sangster
54801,Christopher Lee,Patrick Allen,Peter Cushing,Terence Fisher,Ronald Liles
28667,Christopher Lee,Peter Cushing,Barbara Shelley,Terence Fisher,John Gilling
38761,Stuart Whitman,Janet Leigh,Rory Calhoun,William F. Claxton,Don Holliday
7974,Kati Outinen,Elina Salo,Esko Nikkari,Aki Kaurismäki,Aki Kaurismäki
60409,Silu Seppälä,Marjo Leinonen,Matti Pellonpää,Mika Kaurismäki,Mika Kaurismäki
44389,Justine Bateman,Noah Baumbach,Peter Bogdanovich,Noah Baumbach,Mika Kaurismäki
10060,50 Cent,Joy Bryant,Adewale Akinnuoye-Agbaje,Jim Sheridan,Mika Kaurismäki
46917,Mikijiro Hira,Gô Katô,Shima Iwashita,Hideo Gosha,Mika Kaurismäki
10033,Ryan Reynolds,Amy Smart,Anna Faris,Roger Kumble,Mika Kaurismäki
231,George Clooney,Matt Damon,Jeffrey Wright,Stephen Gaghan,Stephen Gaghan
59388,Sakari Kuosmanen,Pirkka-Pekka Petelius,Pate Mustajärvi,Aki Kaurismäki,Aki Kaurismäki
41764,Samuel Fröler,Pernilla August,Max von Sydow,Bille August,Aki Kaurismäki
28212,Matti Pellonpää,André Wilms,Kari Väänänen,Aki Kaurismäki,Aki Kaurismäki
68098,,,,Aki Kaurismäki,Aki Kaurismäki
8999,Clive Owen,Jennifer Aniston,Vincent Cassel,Mikael Håfström,Stuart Beattie
8555,Franka Potente,Vas Blackwood,Ken Campbell,Christopher Smith,Christopher Smith
4348,Keira Knightley,Matthew Macfadyen,Rosamund Pike,Joe Wright,Deborah Moggach
47540,Gil Bellows,Jennifer Westfeldt,Christian Kane,Stu Pollard,Deborah Moggach
10064,Morgan Freeman,Kevin Spacey,Justin Timberlake,David J. Burke,Deborah Moggach
125300,Campbell Scott,Moira Kelly,Michelle Durning,Roger Hedden,Roger Hedden
9885,John Jarratt,Cassandra Magrath,Kestie Morassi,Greg McLean,Greg McLean
9392,Shauna Macdonald,Natalie Mendoza,Alex Reid,Neil Marshall,Greg McLean
47473,Maj-Britt Nilsson,Birger Malmsten,Alf Kjellin,Ingmar Bergman,Greg McLean
20347,Takeshi Kitano,Kotomi Kyôno,Kayoko Kishimoto,Takeshi Kitano,Greg McLean
14837,Barbara Stanwyck,Barry Sullivan,Dean Jagger,Samuel Fuller,Samuel Fuller
674,Daniel Radcliffe,Rupert Grint,Emma Watson,Mike Newell,Steve Kloves
24625,Dennis Quaid,Andie MacDowell,Toni Collette,Norman Jewison,Steve Kloves
69,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,James Mangold,James Mangold
1833,Anthony Rapp,Adam Pascal,Rosario Dawson,Chris Columbus,Stephen Chbosky
44163,Takeshi Sakamoto,Chôko Iida,Kôji Mitsui,Yasujirō Ozu,Stephen Chbosky
65045,Sergio Castellitto,Jacqueline Lustig,Chiara Conti,Marco Bellocchio,Marco Bellocchio
46591,Lou Castel,Paola Pitagora,Marino Masé,Marco Bellocchio,Marco Bellocchio
6795,Jonah Bobo,Josh Hutcherson,Dax Shepard,Jon Favreau,David Koepp
11421,Marc-André Grondin,Danielle Proulx,Michel Côté,Jean-Marc Vallée,Jean-Marc Vallée
7301,Casey Affleck,Kevin Corrigan,Liv Tyler,Steve Buscemi,Jim Strouse
108843,Edward G. Robinson,Margaret O'Brien,James Craig,Roy Rowland,Dalton Trumbo
16156,Sarah Silverman,Brian Posehn,Laura Silverman,Liam Lynch,Dalton Trumbo
24618,Richard Gere,Flora Cross,Max Minghella,Scott McGehee,Dalton Trumbo
1420,Cillian Murphy,Liam Neeson,Ruth Negga,Neil Jordan,Neil Jordan
9005,John Cusack,Billy Bob Thornton,Lara Phillips,Harold Ramis,Richard Russo
13499,Dennis Quaid,Rene Russo,Sean Faris,Raja Gosnell,Ron Burch
17952,Usher Raymond,Chazz Palminteri,Emmanuelle Chriqui,Ron Underwood,Jacqueline Zambrano
7548,Johnny Depp,Samantha Morton,John Malkovich,Laurence Dunmore,Stephen Jeffreys
20436,Shaun White,Hannah Teter,Shawn Farmer,Kemp Curly,Stephen Jeffreys
7010,Richard Burton,Roger Moore,Richard Harris,Andrew V. McLaglen,Reginald Rose
6529,John Wayne,Geraldine Page,Ward Bond,John Farrow,James Edward Grant
20345,Tony Musante,Suzy Kendall,Enrico Maria Salerno,Dario Argento,James Edward Grant
15184,Helen Hunt,Scarlett Johansson,Tom Wilkinson,Mike Barker,Howard Himelstein
86666,Jô Shishido,Kôji Wada,Yumiko Nogawa,Seijun Suzuki,Howard Himelstein
24223,Evi Saoulidou,Victoria Haralabidou,Andréa Ferréol,Pantelis Voulgaris,Howard Himelstein
3124,Peter Cushing,Peter Woodthorpe,Duncan Lamont,Freddie Francis,Anthony Hinds
8425,Philippe Noiret,Jean Rochefort,Jacques Denis,Bertrand Tavernier,Bertrand Tavernier
44710,Jean Dujardin,Carole Bouquet,Lorànt Deutsch,Francis Palluau,Bertrand Tavernier
2153,Ryan O'Neal,Bruce Dern,Isabelle Adjani,Walter Hill,Walter Hill
48121,,,,Jonathan Nossiter,Walter Hill
42489,Cicely Tyson,Paul Winfield,Kevin Hooks,Martin Ritt,Lonne Elder III
116,Jonathan Rhys Meyers,Scarlett Johansson,Emily Mortimer,Woody Allen,Lonne Elder III
35124,Francisco Rabal,Marga López,Rita Macedo,Luis Buñuel,Luis Buñuel
43176,William Powell,Judy Garland,Lucille Ball,Vincente Minnelli,Luis Buñuel
5741,Lorna Maitland,Mark Bradley,James Rucker,Russ Meyer,James Griffith
20416,Robert Shaw,Jacqueline Bisset,Nick Nolte,Peter Yates,Peter Benchley
41189,Patricia Clarkson,Campbell Scott,Peter Sarsgaard,Craig Lucas,Craig Lucas
19215,,,,Jessica Sanders,Craig Lucas
84090,Robert Donat,Rosalind Russell,Ralph Richardson,King Vidor,Frank Wead
61340,,,,Jim Hanon,Frank Wead
253250,Red Skelton,Brian Donlevy,Arlene Dahl,Edward Sedgwick,Frank Wead
67,Ali Suliman,Amer Hlehel,Hiam Abbass,Hany Abu-Assad,Frank Wead
64972,Tom Arnold,Eric Gores,Linda Hamilton,Penelope Spheeris,Frank Wead
411,William Moseley,Anna Popplewell,Skandar Keynes,Andrew Adamson,Andrew Adamson
254,Naomi Watts,Jack Black,Adrien Brody,Peter Jackson,Andrew Adamson
1904,Zhang Ziyi,Gong Li,Youki Kudoh,Rob Marshall,Robin Swicord
9043,Claire Danes,Diane Keaton,Rachel McAdams,Thomas Bezucha,Thomas Bezucha
2008,Cecilia Cheung,Liu Ye,Hong Chen,Chen Kaige,Chen Kaige
21454,Victor Mature,Brian Donlevy,Coleen Gray,Henry Hathaway,Charles Lederer
42687,Doris Day,Terry-Thomas,Патрик О’Нил,Hy Averback,Charles Lederer
27915,Maria Celeste Arraras,Fidel Castro,Bill Clinton,Josep Maria Domènech,Charles Lederer
14695,Anne Hathaway,Freddy Rodríguez,Bijou Phillips,Barbara Kopple,Stephen Gaghan
27031,Toshirō Mifune,Yôko Tsukasa,Takeshi Katô,Masaki Kobayashi,Stephen Gaghan
55396,Peter Franzén,Ville Virtanen,Risto Salmi,Markku Pölönen,Stephen Gaghan
917,Nargis,Sunil Dutt,Rajendra Kumar,Mehboob Khan,Stephen Gaghan
17595,,,,Guy Maddin,Stephen Gaghan
43322,Tadeusz Łomnicki,Urszula Modrzynska,Tadeusz Janczar,Andrzej Wajda,Bohdan Czeszko
43118,Nikolai Cherkasov,Serafima Birman,Pavel Kadochnikov,Sergei M. Eisenstein,Bohdan Czeszko
19058,James Marshall,Naomi Watts,Eric Thal,Dick Maas,Bohdan Czeszko
36826,Willem Dafoe,Robert Gordon,Marin Kanter,Kathryn Bigelow,Bohdan Czeszko
22908,Paddy Considine,Andrew Shim,Frank Harper,Shane Meadows,Bohdan Czeszko
42234,Sônia Braga,José Wilker,Mauro Mendonça,Bruno Barreto,Bruno Barreto
9515,Pierce Brosnan,Greg Kinnear,Hope Davis,Richard Shepard,Bruno Barreto
16151,Mary Kostakidis,Justine Clarke,Daniela Farinacci,Sarah Watt,Bruno Barreto
29595,Lee Scott,Don Hunter,Jon Hunter,Robert Greenwald,Bruno Barreto
9721,Wesley Snipes,Tamzin Outhwaite,Deobia Oparei,Simon Fellows,Bruno Barreto
20858,Jeff Bridges,Rosanna Arquette,Andy García,Hal Ashby,Oliver Stone
35896,Bette Davis,Joseph Cotten,David Brian,King Vidor,Oliver Stone
80316,Judy Holliday,Jack Lemmon,Jack Carson,Mark Robson,George Axelrod
23478,Josh Hartnett,Radha Mitchell,Gary Cole,Petter Næss,George Axelrod
92272,Sidney Poitier,Barbara McNair,Gerald S. O'Loughlin,Don Medford,George Axelrod
84847,James Caan,Marsha Mason,Kirk Calloway,Mark Rydell,Darryl Ponicsan
43812,Pat O’Brien,Ronald Reagan,Gale Page,Lloyd Bacon,Robert Buckner
23606,Hiroko Oshima,Sabu Kawahara,Toshizo Fujiwara,Takeshi Kitano,Robert Buckner
2777, Lee Ji-eun,Hae-eun Lee,Ahn Jae-mo,Kim Ki-duk,Kim Ki-duk
25651,Joo Jin-Mo,Jin-ah Kim,Son Min-seok,Kim Ki-duk,Kim Ki-duk
25650,Yang Dong-geun,Min-jung Ban,Kim Young-min,Kim Ki-duk,Kim Ki-duk
8290,Bourvil,Louis de Funès,Terry-Thomas,Gérard Oury,Danièle Thompson
17382,Errol Flynn,Olivia de Havilland,Arthur Kennedy,Raoul Walsh,Æneas MacKenzie
8053,Tommy Lee Jones,Barry Pepper,Dwight Yoakam,Tommy Lee Jones,Guillermo Arriaga
20003,Edward G. Robinson,Susan Hayward,Richard Conte,Joseph L. Mankiewicz,Guillermo Arriaga
43350,Leslie Caron,Mel Ferrer,Jean-Pierre Aumont,Charles Walters,Helen Deutsch
11466,Tuva Novotny,Jonas Rimeika,Björn Starrin,Ulf Malmros,Ulf Malmros
21040,Jakob Eklund,Samuel Fröler,Alexandra Rapaport,Anders Nilsson,Ulf Malmros
13653,Ricardo Darín,Dolores Fonzi,Pablo Cedrón,Fabián Bielinsky,Ulf Malmros
36775,Dean Martin,Senta Berger,Janice Rule,Henry Levin,Herbert Baker
56373,Lee Van Cleef,Giuliano Gemma,Walter Rilla,Tonino Valerii,Renzo Genta
612,Eric Bana,Daniel Craig,Ciarán Hinds,Steven Spielberg,Eric Roth
9899,Matthew Broderick,Uma Thurman,Will Ferrell,Susan Stroman,Mel Brooks
546,Felicity Huffman,Kevin Zegers,Elizabeth Peña,Duncan Tucker,Duncan Tucker
2800,Jennifer Aniston,Kevin Costner,Shirley MacLaine,Rob Reiner,Ted Griffin
9641,Steve Martin,Eugene Levy,Bonnie Hunt,Adam Shankman,Sam Harper
7552,Jim Carrey,Téa Leoni,Alec Baldwin,Dean Parisot,Judd Apatow
9927,Johnny Knoxville,Brian Cox,Katherine Heigl,Barry W. Blaustein,Judd Apatow
9681,Heath Ledger,Sienna Miller,Jeremy Irons,Lasse Hallström,Judd Apatow
10773,Judi Dench,Bob Hoskins,Will Young,Stephen Frears,Martin Sherman
18840,Ralph Fiennes,Natasha Richardson,Hiroyuki Sanada,James Ivory,Martin Sherman
18189,Jenny McCarthy,Carmen Electra,Eddie Kaye Thomas,John Asher,Jenny McCarthy
4495,Fernando Fernán Gómez,Teresa Gimpera,Ana Torrent,Víctor Erice,Francisco J. Querejeta
22014,Ahidjo Mahamat Moussa,Hamza Moctar Aguid,Zara Haroun,Mahamat-Saleh Haroun,Francisco J. Querejeta
18614,Krystyna Janda,Adam Ferency,Janusz Gajos,Ryszard Bugajski,Francisco J. Querejeta
22975,Richard Pryor,Jennifer Lee Pryor,,Jeff Margolis,Francisco J. Querejeta
10597,Harry Enfield,Kathy Burke,Rhys Ifans,Ed Bye,Harry Enfield
88953,Jiřina Bohdalová,Radoslav Brzobohatý,Gustav Opocenský,Karel Kachyňa,Jan Procházka
10809,Néstor Cantillana,Juan Pablo Miranda,Antonella Ríos,Andrés Waissbluth,Julio Rojas
13925,,,,John Lasseter,Julio Rojas
9687,Rowan Atkinson,Kristin Scott Thomas,Maggie Smith,Niall Johnson,Niall Johnson
33081,Shah Rukh Khan,Rani Mukerji,Naseeruddin Shah,Amol Palekar,Niall Johnson
20546,John Thaw,Nick Robinson,Annabelle Apsion,Jack Gold,Niall Johnson
